Sample File,C:\Users\vancelab\Desktop\Chamber\Raw data\Chamber_Water_SMPS_FreshSmoke_HRH_20230413.S80
Classifier Model,3080
DMA Model,3081
DMA Inner Radius(cm),0.00937
DMA Outer Radius(cm),0.01961
DMA Characteristic Length(cm),0.44369
CPC Model,3788 High Flow
Reference Gas Viscosity (Pa*s),1.83245e-005
Reference Mean Free Path (m),6.73e-008
Reference Gas Temperature (K),296.15
Reference Gas Pressure (kPa),101.3
Channels/Decade,64
Multiple Charge Correction,FALSE
Nanoparticle Aggregate Mobility Analysis,FALSE
Diffusion Correction,FALSE
Units,dw/dlogDp
Weight,Number
Sample #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
Date,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23
Start Time,15:35:00,15:38:00,15:41:00,15:44:00,15:47:00,15:50:00,15:53:00,15:56:00,15:59:00,16:02:00,16:05:00,16:08:00,16:11:00,16:14:00,16:17:00,16:20:00,16:23:00,16:26:00,16:29:00,16:32:00,16:35:00,16:38:00,16:41:00,16:44:00,16:47:00,16:50:00,16:53:00,16:56:00
Diameter Midpoint
101.8,16.0653,10.7102,7169.55,5585.93,4475.51,4869.42,3266.7,4517.24,3476.97,2757.86,3833.79,2823.17,142.299,193.223,75.0447,165.189,58.9062,32.2039,37.559,53.9172,693.705,1236.95,916.979,1417.9,823.353,398.282,527.403,462.323
105.5,15.9884,5.32946,7723.18,5348.51,4244.16,5095.9,4438.93,4886.57,4527.19,2456.19,3760.79,2674.95,31.9768,127.47,46.7324,111.773,98.94,52.0619,53.2217,63.5891,1264.02,1619.39,1079.3,1435.47,819.724,377.412,610.675,603.317
109.4,10.6081,5.30403,7434.25,5716.09,4543.53,4760.16,3256.67,5617.38,3993.92,2770.31,4033.52,2633.8,63.6483,113.955,149.667,71.5224,256.41,43.5865,63.6483,26.3563,764.649,1970.39,900.026,1511.55,930.727,514.467,459.519,409.443
113.4,0,5.30325,7070.36,5810.62,4296.44,5161.58,3593.41,5571.42,5981.83,2955.19,4146.05,2871.11,42.426,105.377,48.3566,451.971,119.045,63.6389,32.4469,22.0042,1376.66,2051.77,2329.42,1687.83,974.897,592.916,509.871,409.081
117.6,14.154,0,7025.13,5659.9,4001.28,5319.41,3141.77,4716.77,5808.4,3351.83,4422.17,2738.47,31.668,207.567,66.3096,149.316,114.243,58.0581,78.5457,189.384,970.366,1761.86,1375.46,1710.86,916.961,590.988,525.779,454.86
121.9,12.2341,10.5544,9160.52,5889.55,4115.35,5249.91,4366.22,5219.92,4659.18,3442.1,4410.88,2476.81,58.9608,117.06,87.0265,97.7247,259.494,52.7719,48.4065,80.9814,1073.3,1835.33,1351.22,2172.21,1123.53,553.436,542.356,450.87
126.3,0,5.27634,7230.13,7125.03,4492.85,4991.88,3484.46,5260.92,5012.92,4144.86,5666.95,2653.16,30.7464,159.008,78.2335,90.0741,109.892,171.954,165.766,54.0513,830.871,1635.42,1667.66,1646.22,1668.97,562.313,730.472,508.262
131.0,0,5.27548,6697.69,5918.9,4245.93,5279.02,3573.16,5236.41,5289.5,3237.62,4617.97,3330.52,41.8366,152.989,73.4895,138.593,98.7652,60.195,54.1851,70.3788,1067.64,1756.11,1450.84,1772.99,1024.65,831.016,860.89,555.763
135.8,0,0,6935.85,5910.71,5026.66,5347.07,3857.18,6188.83,5048.57,3201.88,4667.16,2821.23,43.5824,96.9798,42.5639,113.538,113.254,52.7459,338.308,43.5824,858.893,2056.46,1643.68,1722.82,893.513,1050.28,1104.69,568.037
140.7,0,5.2981,6509.04,6258.07,4025.41,7114.36,3638.88,5042.32,5323.42,3349.49,4353.13,2587.11,281.768,124.471,47.6829,81.4087,108.922,65.5689,160.935,73.1503,950.756,1889.56,1614.65,1945.89,1056.61,894.632,1046.84,845.981
